epoch,train_loss,val_loss,val_top1,val_top5,val_f1,lr
1,4.142176742056092,3.782099817276001,0.13599999248981476,0.40799999237060547,0.08650925755500793,0.0006000000240000001
2,3.817601827213752,3.538051372528076,0.1720000058412552,0.4960000216960907,0.12391766905784607,0.0012000000180000003
3,3.543434510978859,3.321974697113037,0.23800000548362732,0.5720000267028809,0.19454994797706604,0.0018000000120000006
4,3.32481254260405,3.182272222518921,0.2840000092983246,0.6399999856948853,0.23906630277633667,0.002400000006000001
5,3.0945259132973346,2.797497470855713,0.406000018119812,0.722000002861023,0.37801051139831543,0.003
6,2.8408157712374886,2.711265115737915,0.40799999237060547,0.7660000324249268,0.38309377431869507,0.0029963460753897365
7,2.638658237004895,2.3887241306304934,0.49000000953674316,0.8240000009536743,0.46027645468711853,0.0029854021031123557
8,2.4629037553395356,2.1852490062713623,0.5619999766349792,0.8680000305175781,0.532473087310791,0.002967221401100709
9,2.3260568058388262,2.1418080520629883,0.6080000400543213,0.8700000047683716,0.5871565937995911,0.0029418925439074787
10,2.1888086040190338,1.881055009841919,0.6840000152587891,0.9099999666213989,0.6714851260185242,0.0029095389311788633
11,2.119080459120858,1.9507041320800782,0.6540000438690186,0.8980000019073486,0.6362521052360535,0.002870318186463902
12,2.001620006957112,1.7763580741882323,0.7280000448226929,0.9279999732971191,0.7130265831947327,0.002824421389288391
13,1.9051311245100313,1.756108880996704,0.7080000042915344,0.9440000057220459,0.700068473815918,0.0027720721442346394
14,1.8294909507204085,1.7069431438446045,0.7460000514984131,0.953999936580658,0.7452468872070312,0.002713525491562422
15,1.7669318345757221,1.7869532051086425,0.7020000219345093,0.9320000410079956,0.6917743682861328,0.0026490666646784675
16,1.6816471789309437,1.6555451412200928,0.7480000257492065,0.9420000314712524,0.7416101694107056,0.0025790097005079773
17,1.6178926095529935,1.628180504798889,0.7519999742507935,0.9559999704360962,0.7398205995559692,0.002503695909538288
18,1.5532770940043825,1.6178045492172242,0.7739999890327454,0.9539999961853027,0.7581033706665039,0.0024234922129884877
19,1.5058647726043692,1.5776498184204102,0.7739999890327454,0.9519999623298645,0.7712498903274536,0.0023387893552061206
20,1.4324677386341835,1.5034676713943482,0.812000036239624,0.9739999771118164,0.8086888194084167,0.0022500000000000003
21,1.3910147040030951,1.5013805751800537,0.8040000200271606,0.9579999446868896,0.8017505407333374,0.0021575567201836164
22,1.340067037940909,1.4494094362258911,0.8339999914169312,0.9579999446868896,0.8308954238891602,0.0020619098901238685
23,1.3151083339614258,1.4093301620483398,0.8479999899864197,0.9699999690055847,0.8477764129638672,0.0019635254915624217
24,1.2635974647240367,1.3886094341278077,0.8539999723434448,0.9699999094009399,0.8512284755706787,0.001862882843399502
25,1.2297977831467584,1.3418576459884644,0.8600000143051147,0.9800000190734863,0.8579275608062744,0.001760472266500396
26,1.187865856561115,1.371335828781128,0.8380000591278076,0.9760000109672546,0.8358041048049927,0.0016567926949014806
27,1.1660677339144994,1.3062080793380737,0.8799999952316284,0.9759999513626099,0.8793967366218567,0.001552349245053752
28,1.1243960525174541,1.3191387271881103,0.8679999709129333,0.9759999513626099,0.8655294179916382,0.0014476507549462492
29,1.103207253434345,1.2886986608505249,0.878000020980835,0.9740000367164612,0.8752708435058594,0.0013432073050985201
30,1.0736721293565041,1.327247137069702,0.8659999966621399,0.972000002861023,0.867434561252594,0.0012395277334996046
31,1.0585664433680901,1.2873805170059205,0.8679999709129333,0.9780000448226929,0.8682583570480347,0.0011371171566004982
32,1.030390149968122,1.2775173244476319,0.89000004529953,0.9759999513626099,0.8898763060569763,0.001036474508437579
33,1.014690681448189,1.2619849090576172,0.8680000305175781,0.972000002861023,0.8648732304573059,0.000938090109876132
34,1.0047838157056665,1.2715731763839722,0.8880000114440918,0.9739999771118164,0.885244607925415,0.0008424432798163837
35,0.9836253895096563,1.23941361618042,0.8880000114440918,0.9759999513626099,0.8845424056053162,0.0007500000000000003
36,0.9693182958999587,1.2231074562072755,0.8939999341964722,0.9800000190734863,0.8908748626708984,0.0006612106447938799
37,0.9573867373674304,1.2024385604858399,0.9019999504089355,0.9779999256134033,0.90062016248703,0.0005765077870115126
38,0.9443779708439329,1.2077646389007568,0.8860000371932983,0.9819999933242798,0.8857430219650269,0.0004963040904617126
39,0.9365263700909336,1.199105884552002,0.9099999666213989,0.9860000014305115,0.9077748656272888,0.0004209902994920232
40,0.9303981566019168,1.2142680578231813,0.8980000019073486,0.9759999513626099,0.8959956765174866,0.0003509333353215331
41,0.9214946898161535,1.1904540395736694,0.9099999666213989,0.9779999852180481,0.9083459973335266,0.000286474508437579
42,0.9167261813537254,1.1983342237472534,0.9079999923706055,0.9779999852180481,0.9056843519210815,0.00022792785576536106
43,0.9127324050694943,1.1843310060501098,0.9079999923706055,0.9759999513626099,0.9065887928009033,0.00017557861071160986
44,0.9036365176675017,1.1772302389144897,0.9079999327659607,0.9819999933242798,0.907170295715332,0.00012968181353609887
45,0.9039993759718487,1.1799087038040161,0.8999999761581421,0.9800000190734863,0.898726224899292,9.046106882113752e-05
46,0.9015623898135778,1.1831851444244386,0.9039999842643738,0.9839999675750732,0.903057336807251,5.810745609252199e-05
47,0.9005643912178807,1.1738636379241942,0.9079999923706055,0.9819999933242798,0.9067005515098572,3.2778598899291464e-05
48,0.8988040771181846,1.178774158477783,0.9079999327659607,0.9819999933242798,0.9071630239486694,1.4597896887644622e-05
49,0.8933572857343864,1.1768638486862182,0.9079999327659607,0.9819999933242798,0.9071630239486694,3.6539246102637034e-06
50,0.897595778385963,1.1788857116699218,0.9079999327659607,0.9839999675750732,0.9071630239486694,0.0
